,out,0,1,2,3,4,5,6,7,8,9
s1_walk_35,0,6643.396785752818,61.52849069167644,4.528732374832524,0.13544556188680293,0.0022642673933865954,8636481.39329539,243.71226678641204,31.904552677648347,1.8900770733352599,0.6603582907602009
s1_walk_36,0,6608.8075291327095,53.920431471524864,6.162910941765663,0.12920173848073155,0.002308420966339448,8785006.714013074,634.8033858138459,145.54231750527387,14.250382204896075,1.3105265227412806
s1_walk_37,0,6658.881020205583,57.09970100589096,4.702367958627633,0.13548550327530165,0.002294117644798868,8748853.783667676,570.6509762585831,196.88647075114685,14.945192521774613,1.379797284709146
s1_walk_38,0,6666.127985231216,54.73107959337011,6.073930638657541,0.13572501279622237,0.002214214764647565,8869509.298515255,700.902835182149,148.52324384488708,0.776661535285314,14.473968005813283
s1_walk_39,0,6651.225293861192,65.80585037676309,5.128548473157083,0.12908388036551857,0.002342979704843235,8792957.792602733,596.1569336302357,194.2809916177815,0.8146023218406054,14.61523618406468
s1_walk_40,0,6673.907785814054,64.36722772396344,5.427381440364363,0.12301519803753354,0.002308430806836732,8598784.812885841,636.7634583379853,153.31594165336233,15.597097652067193,1.3286762398876726
s1_walk_41,0,6592.7007718170735,51.630987213949396,4.927011094036375,0.11233938123946584,0.00223606651045676,8315440.988565001,270.51449312859603,40.08750792480995,0.706246853022195,3.9057809412608178
s1_walk_42,0,6560.133290210463,44.52566824323212,5.521076666726289,0.10883804569522842,0.0021053412900746337,8189080.074487148,251.33610732612814,29.006976153771767,3.269882974348848,0.6413806517100171
s1_walk_43,0,6565.435837464077,57.07305510266542,4.413886419831269,0.11434622242401893,0.002205808420857097,7956378.285474969,228.30569572261444,31.24297627232024,1.0391245874515957,3.8048193868732265
s1_walk_44,0,6550.818062291618,51.03591147490075,5.383628629254325,0.0021064273949208383,0.11257441836169456,7876737.849532491,232.011619707928,33.689024923101066,1.0737081536761461,3.854772978185258
s1_walk_45,0,6528.4890796541895,46.740098143624685,4.279804482652066,0.11242536025045811,0.002101060105423649,7781479.385892303,252.99688310022484,37.48935106727474,3.297458728784775,0.5774753381033143
s1_walk_46,0,6560.662374149713,48.51100709501127,5.563847467455628,0.12015590678622723,0.0019951634216052345,7731601.93557888,423.28008334058296,86.38669584249976,8.062007780737307,1.9812820694972397
s1_walk_47,0,6570.234487042117,52.776153874015705,4.456008800734164,0.11504746815557251,0.0018651266665537219,7692065.816139625,278.8871030441048,80.84942838670158,2.524109495845163,8.8648066078529
s1_walk_48,0,6582.417304318404,54.13012511526039,5.145409029448525,0.11704362056114136,0.0020010106116410526,7762887.024716444,662.3038605399811,99.21156548079585,8.316198331538123,2.179835016181181
s1_walk_49,0,6616.343402723141,50.298532867058455,4.9102202304447715,0.11603769036634949,0.0019178356415481968,7600822.160116456,818.2089169694516,67.79506510921532,7.658442483252392,2.036181814966425
s1_walk_50,0,6567.474175523061,50.48108532371499,5.010293291367775,0.12957791571579796,0.0020519594366780105,7580380.075739588,432.6011573686892,93.52130395166331,2.547992733148742,9.024609262400846
s1_walk_51,0,6605.565990039054,51.10184762168355,5.402870695283119,0.1371559422258587,0.0021286960995724183,7647741.886894125,266.5146906144199,29.741521648058278,3.5441216158759437,1.2412090822507076
s1_walk_52,0,6592.599830805898,55.91686888898853,4.757911567410181,0.14141027262058734,0.0023246555419764474,7461539.399945202,231.49945247493537,40.34954341993536,2.961547581603578,0.622483749180361
s1_walk_53,0,6624.616535452058,54.59030656555076,5.7078075982448455,0.14141527426644296,0.0021685418510831583,7483449.566434897,286.7454786966643,30.271586753628522,3.075175636318547,0.6636363356131207
s1_walk_54,0,6584.591693812326,52.78436374240836,5.291417202034847,0.1302852193383753,0.0023255946106152344,7576446.582131479,258.1037261466173,36.46831030871933,1.170340090527443,3.9426104424950656
s1_walk_55,0,6603.902772247988,49.90890292412524,5.017921342175943,0.1179690233385056,0.002219545058960009,7561775.769289529,178.4445565525598,22.177878443230785,2.509668627985959,0.6408842009578302
s1_walk_56,0,6557.239357786539,52.40907795139307,4.588242453125573,0.10665400129854048,0.002131398001598143,7569631.713478129,225.72279067896898,19.511314305003786,2.0323296005827842,0.5984897557484328
s1_walk_57,0,6575.201738249752,56.53119860797591,5.245399328025194,0.10540676398537277,0.0020621172232797016,7751551.219739008,257.84548906520484,26.707883927917464,0.8055719046438667,3.27298854976884
s1_walk_58,0,6784.22061304359,54.26874333232372,5.194915623681465,0.10691476791544369,0.0020140827611540464,7758143.365676228,195.5770023515313,22.119798209430954,0.8285736519655136,2.8687628714251763
s1_walk_59,0,6663.339863035437,52.84008344649167,5.612285578728926,0.11243669969825817,0.0020777879936582796,7618268.479464835,165.55052055340417,19.60587648362284,0.3238156783079018,1.8449333301859157
s1_walk_60,0,6628.087627101863,54.23411301017271,5.09183033004761,0.12182396474220226,0.0023481996783447368,7620960.681888068,190.27371426631984,16.82043658828599,0.3259880645855691,1.9922997263595
s1_walk_61,0,6619.31191587037,59.72941278713924,5.578111217369123,0.13233331576912474,0.002393760092277589,7575448.399203383,179.67952970254882,19.554496048271726,2.169142668812218,0.5784824121069698
s1_walk_62,0,6573.238343797742,62.72418404474852,6.233836499893142,0.13940642142248644,0.002533367969337951,7484901.506328282,166.5167059373919,14.964110560057977,1.3748361281500536,0.3878242866528356
s1_walk_63,0,6655.778496553022,55.52452696053083,5.8164044066534695,0.1449622642723008,0.002879035347285122,7537250.078665117,179.16700717315862,22.27110429119456,1.4385751317993292,0.31671867669762865
s1_walk_64,0,6658.330124989295,43.76467236673407,5.717396381713472,0.15141661616329022,0.002702846228100377,7586078.875865337,167.78378142643965,14.236296695076188,1.313927241381905,0.7868473648037253
s1_walk_65,0,6679.686676686255,52.61165639814858,6.307439306592038,0.14261060442794565,0.0028536831221605374,7581808.705972315,155.61402790005508,17.486834620369045,1.2991082399209515,0.9182043100320854
s1_walk_66,0,6648.844727095933,59.50010496930218,5.540161959921495,0.1543101459250709,0.002937660828758696,7692626.741856465,186.76888821670605,19.585288130195707,1.4108916790370802,0.6708846075103385
s1_walk_67,0,6680.623861797442,52.19844638790164,6.115112187120673,0.149853200392331,0.0029180189793349947,7821793.454377075,233.85238123871284,30.048099783043256,1.6033038627573948,0.6836974490558239
s1_walk_68,0,6611.584608027582,55.48082870484335,4.768556711514696,0.0026614690728015175,0.14475400392525056,7814893.566540001,194.65624977570894,24.37177533709708,2.1688978302289614,1.049319137816675
s1_walk_69,0,6570.543200086671,55.795138425636566,5.530265004043238,0.12978168406061644,0.002722034105092363,7771381.2801710665,191.4415832004937,27.606976037308762,2.2521072805324787,0.583667882317329
s1_walk_70,0,6573.670288689581,51.237377108430664,4.939892934292549,0.12944624176637606,0.002271568592257709,7927559.105552366,300.97253292636435,31.629363855301413,2.5236679442817755,0.4577561002187198
s1_walk_71,0,6583.170455256264,50.05172814513933,5.34299718450046,0.11463792095137726,0.0020726020183461607,8011592.734950343,274.59020789106734,34.91155191644459,3.1628254984220674,0.7271847686565118
s1_walk_72,0,6628.680549856856,54.219938974134294,5.155873343231471,0.10569806270222158,0.0019204413768096002,7854510.726546491,229.4591247874767,28.989119001504704,3.203019137051408,0.9226994208685728
s1_walk_73,0,6542.051564828083,50.604258793540566,4.749928120930266,0.1262852789732997,0.002057200984565829,8015795.3423780175,268.9809666980007,34.718003018697644,3.122913291068009,0.5618665257909555
s1_walk_74,0,6610.790252999803,59.45212868996794,5.641999293169081,0.14275191986730695,0.0022542063658909225,8073320.595031174,324.7851006584919,33.01675837707054,3.2205417634987206,0.5588658758234054
s1_walk_75,0,6627.794621855392,60.37774448269689,5.076892354386794,0.14735395126007303,0.0024312992454926974,8088713.210526997,294.0535982971216,40.78786774179831,3.748526356565742,1.1195818968602376
s1_walk_76,0,6802.2365406434865,45.80581454311979,5.544466915292792,0.16785722204820516,0.002776069000842844,8092651.233757288,263.6595020406529,32.78043600250601,3.0873227336482714,0.8547081665383683
s1_walk_77,0,6631.369964711962,51.1566282527061,5.662570932419278,0.1795702740214102,0.002864180963393767,8118838.180259719,267.219758857233,30.923848489624444,2.774818277632272,0.6656492448173111
s1_walk_78,0,6643.307978749823,58.78683749716606,5.897428574126785,0.19145609654618267,0.0029553102887586143,8095192.31103631,261.1787670301335,32.69037243829433,2.410998375632441,0.6683865302972576
s1_walk_79,0,6718.160847470895,57.57731592090257,6.3113615673711445,0.1812658957871218,0.002658967992041531,8134732.524378748,260.8034311779927,23.647363708799478,1.1406162339275638,2.7866338414227907
s1_walk_80,0,6699.086584781313,64.19176603579365,5.359474000552248,0.1724790261840582,0.002569190475833929,8014167.233315128,250.7379851703579,27.450068484433203,1.9918845862580794,0.5677494361275467
s1_walk_81,0,6731.73434794109,58.401208264105975,6.748283602931142,0.0022744404986988534,0.1668658824940986,8103898.487973671,216.47690633482821,17.700377701011202,0.5593595977462941,1.834710740315317
s1_walk_82,0,6670.062064842914,52.80067316975738,4.814823250250203,0.002199981873005366,0.15048172365064574,8164045.672692076,238.31101092072137,26.971345767729826,3.343508250408835,1.3613320473556492
s1_walk_83,0,6602.304041509841,47.682557773524145,6.540375861012259,0.0020256743816281625,0.1335150030568424,8022561.275378791,256.4122790204973,35.389029244092015,1.3766050035382338,3.227264493258769
s1_walk_84,0,6596.283282854932,56.992073096592414,4.555558767427837,0.13625140122899734,0.0021682142508698543,8050343.118122353,305.2819289098858,25.972488718291636,0.8982167399189328,2.7510263589929704
s1_walk_85,0,6611.878411828154,53.02385223151306,6.213644401944628,0.13168489176286466,0.0022106199846358265,8057801.516438823,218.845824058367,36.388000511528034,0.9942576164594409,3.0127725565223455
s1_walk_86,0,6785.394994365385,57.21885168680519,5.244216283343564,0.15073475521126858,0.002713555410992435,8035699.3781983815,268.8243337311472,22.642141060770857,1.4551287701060984,4.178106300113357
s1_walk_87,0,6720.25363346913,56.31487831533769,6.144545764371679,0.17032838336090161,0.003249371609798261,8076669.414309417,259.1543825349416,22.873447679776497,2.7200560160917577,0.6392050572559089
s1_walk_88,0,6789.7509691878695,64.34889466793244,5.58964091095905,0.18329594143103334,0.0035584505342989878,8049868.485176342,410.05504356238737,29.514206542363198,3.612165008577056,0.662328619667409
s1_walk_89,0,6731.41552918858,49.220204643699184,6.261786605649348,0.17624598553231657,0.0034218796988266698,7956319.597958865,330.29074262822695,64.48440911071458,4.71937733998676,1.1272523632424025
s1_walk_90,0,6773.1589249186245,64.7877073703755,6.326572193388323,0.20917896587569468,0.0035771074158751177,8086288.253868022,348.1662772406902,33.67926474660456,1.0949095552787944,4.770205702651148
s1_walk_91,0,6768.589769966507,70.40340680673653,6.779877931912279,0.0033446532560464514,0.19652586946246,8129737.461468929,268.8985176777827,65.01703580067053,0.6411216442674639,3.442227862775895
s1_walk_92,0,6734.45677309964,65.87020084904701,5.867296949921114,0.19085419880376434,0.0028607443599451164,7998073.571386594,675.6824142596759,261.6408412194217,5.792815048600766,0.8048081590523771
s1_walk_93,0,6590.86759984701,58.14469214367305,6.273077747718234,0.17918261261782503,0.002525129700355484,7868931.717508871,1012.9641680473175,65.1051395992366,5.792257247335251,1.0280613161136225
s1_walk_94,0,6624.168065051844,62.33180406069861,5.513210828040694,0.169391708246872,0.0024454979409140984,7883219.21759245,770.6689876807345,243.6237540318394,4.225772741402758,0.5533999431475647
s1_walk_95,0,6582.26410030434,53.711280335876395,5.700907191312442,0.16053322654491686,0.002399799593544519,7926476.901497563,931.0827836994706,65.59049352637072,4.157336889519598,0.48294864637620205
s1_walk_96,0,6550.8126296585215,51.04550188711642,5.390062476815955,0.14354779210617788,0.0022394616284531015,7907870.677524254,566.8925789691392,252.5658890391619,4.777463189601648,1.0014105445382542
s1_walk_97,0,6585.929408944313,58.061979080106255,4.900249865976961,0.0022229967093971366,0.1405541683635215,8020250.901887805,421.60897412863227,37.85194747747989,2.5866663948028177,1.4665146038325025
s1_walk_98,0,6633.139229997126,45.549544572901254,6.020461855453908,0.13692755110564597,0.002107258857310311,7912407.234956928,770.2247770890992,73.52879024903285,1.502396630736484,4.435645731772732
s1_walk_99,0,6633.769373079386,61.32925787846388,4.731046114563453,0.14823642351582378,0.00232647762413967,7997685.685008335,480.2902203657957,114.81700549058013,1.5003555323216702,4.710532851147162
s1_walk_100,0,6620.236836716337,51.0094021983235,5.9379305637688855,0.14198767524790412,0.0023377118301959898,7974953.178572645,534.2264030950993,107.7151248783617,2.5237382855521515,6.47332508991449
s1_walk_101,0,6653.732181912721,54.41980425299242,4.420771676864941,0.16562996629135954,0.0025291748659137473,7973552.805540624,672.7083807717484,134.6388046597513,2.0065257042516222,6.134360657128758
s1_walk_102,0,6687.277765656002,62.72302001021701,7.094992932228463,0.1801878835502927,0.0026469732831604894,7945783.750911188,718.3969502865241,110.9173397782659,1.330681271312215,6.550089059969613
s1_walk_103,0,6660.269261501481,57.035214987590926,5.11657326946245,0.18295883244829433,0.0028240736116978845,8036385.798785288,485.30767822022676,135.81613235823514,1.8884531633330734,4.956396044202085
s1_walk_104,0,6703.80915250929,49.00382798520008,6.560107657675754,0.0030934273982603016,0.19407667469364143,8048750.035850572,694.5835941898962,78.35395613531384,6.6339694452482485,2.3006202051482862
s1_walk_105,0,6695.389747104719,61.94561133852774,5.063252831372637,0.18563051848094325,0.003032125245045964,7905870.818890252,479.36662803591236,130.0306687577777,4.71186410308932,1.307369501197403
s1_walk_106,0,6665.885948631075,65.23818084391603,6.175589905586181,0.16286938268345222,0.0027703303227917396,7844354.149854563,588.7303222338851,46.67248779440837,4.882674146578574,1.249921754847888
s1_walk_107,0,6587.864201998156,57.90882507557129,5.167229374444057,0.002605094047642044,0.13434392713889395,7729386.526421915,403.9266472455948,117.18896183714459,4.296741383931806,1.8215461671064517
s1_walk_108,0,6624.139811536478,55.91340821558808,5.650258025328353,0.15217087884054833,0.0026671262535500617,7608971.124296474,344.8393805870669,30.100575816623685,1.0613757360453107,3.526145928677982
s1_walk_109,0,6592.286922428322,51.70890248213843,5.212267100492696,0.1529291141086367,0.0024871292855407445,7521050.462744985,239.9883643568683,16.991381020761015,0.6290540943972647,1.46051215677883
s1_walk_110,0,6593.8415562441505,58.59091013188071,5.444626126573506,0.17722722303484384,0.0027817126310334408,7385914.22518039,254.53300313632764,14.918714302717081,1.3577379575691844,0.6339563967040875
s1_walk_111,0,6607.58435021549,53.184379213603464,5.740458745849676,0.19962559420012796,0.0033193241177251758,7425748.662644577,310.9543750186785,22.350953487347464,2.8619886749395507,2.108606960550726
s1_walk_112,0,6688.589614020947,63.33796942357463,6.790601866352086,0.2522074338216651,0.0036382971224181103,7427129.035881408,353.49040271624455,19.694358932009912,2.6401457761802787,1.5693470911449545
s1_walk_113,0,6671.969989771077,64.68947996919573,5.660316126183646,0.22146024643941659,0.003576545618875993,7489692.770012889,303.0802120501423,25.631955828701116,2.6333976004310764,1.551002072458464
s1_walk_114,0,6708.820499763937,60.92552856729366,6.98126535732265,0.22078493483205505,0.0035642112944312605,7495973.253504012,307.13112992237285,21.311729074790495,3.0339902762597295,1.8865006799726403
s1_walk_115,0,6744.551858452378,62.35215616266846,5.986867598584214,0.19769893844130196,0.0034432810286990495,7585258.905280637,321.4364333378448,27.607648153228137,3.3590634913965878,1.9542796323365883
s1_walk_116,0,6751.5667845367225,61.63549645195544,5.9314802062196454,0.0033003940030382475,0.17832865858675706,7446536.555481886,244.54614705863477,15.542717058431439,1.7464963171657035,0.4752276620406308
s1_walk_117,0,6725.869767314179,65.545940509239,6.041979423192926,0.18469241294577385,0.003456041744847352,7377110.520765498,223.62477724825555,19.680832051036127,1.7958228007748247,0.4735293417096771
s1_walk_118,0,6742.940724754176,54.49768338636179,6.1520062978960945,0.16888912906769993,0.0035566387322191677,7371170.539745476,257.5845795957689,20.000895091400707,0.7350038746044735,2.301144241942177
s1_walk_119,0,6678.8611276947995,51.996268175096795,6.568103440293271,0.16661770645499427,0.0036656353789978682,7342107.27274537,286.5086289268656,21.310223085948184,2.0737783696709164,0.40282879040482866
s1_walk_120,0,6691.289871924375,64.92865343766043,5.19581747624622,0.0034773901188734067,0.1685605887828902,7345152.729777817,286.63597469519175,27.15315551388318,1.9807119209760269,0.35351523953169667
s1_walk_121,0,6658.889687832248,68.40213753631082,5.568099090557918,0.17986354015963352,0.003603553651548487,7435685.270002856,280.7199499745466,27.208855441632295,2.8045299238817267,0.8119826190589657
s1_walk_122,0,6633.262794457332,51.9243177983875,5.560616979084893,0.15072004195809652,0.002855831761388521,7480561.487889301,259.81572357680903,29.36370303491244,2.5652616460496245,0.8428010526258256
s1_walk_123,0,6677.570245377307,49.15601752702955,5.327901124993302,0.1401600958616717,0.0025320953065355884,7469232.794399955,314.62267385956574,23.903527758556656,2.1068615036809195,0.5811995543317134
s1_walk_124,0,6758.156428769717,52.494532463501805,5.319909077611686,0.13729863904838022,0.0022748244331628614,7447504.893132019,267.58797014069165,24.801086882360867,2.395282547721416,0.9128276055978978
s1_walk_125,0,6730.444740892754,58.47805309851585,4.23171436889591,0.13716079234085343,0.002189550405244042,7488038.610072748,261.89432209021913,16.035844403349707,3.580076219236362,1.7132021617497122
s1_walk_126,0,6629.882917895609,53.98045456621317,6.406771774091604,0.14890422077136226,0.002762191416698541,7560898.773400332,293.7895514279448,19.349942873629384,2.969235243095938,1.2495859712227901
s1_walk_127,0,6725.196973235133,57.514269604658146,4.805103848644546,0.15565797192419428,0.0029928468426209977,7463830.701728241,402.6128526503147,26.910100489851416,3.5492024999481266,1.235902918655757
s1_walk_128,0,6747.064887021289,60.324262500615596,5.540833428700833,0.15179610823801787,0.0029376317588924836,7394751.2640117565,425.56542703832355,28.247578088139,1.6552491757456933,4.399512017902273
s1_walk_129,0,6706.482911288378,55.13276106654885,5.3419968036780805,0.14797816475374678,0.002832933283205301,7440756.2943382915,378.1671932664193,28.02319806068567,1.357004094946371,3.8682398938059896
s1_walk_130,0,6706.22624904025,54.78782639227786,4.816264326506833,0.15309680728122443,0.002956347640138201,7347150.143810356,347.0693840419077,26.93553573952529,2.4569955917864266,0.5713349702806615
s1_walk_131,0,6623.501311626428,50.294803808992604,6.194191848975152,0.14041166192303206,0.00219447325009337,7365400.348323156,385.9499273466072,32.31233167687198,2.4327258918043504,0.6053277882957663
s1_walk_132,0,6555.699666367045,57.460609405042746,5.236979980945522,0.1416010156692291,0.0024260943334530253,7253783.445471175,261.50786015351105,18.380131538732602,1.885422971269552,0.907091225302424
s1_walk_133,0,6581.646544124921,55.625175764657456,6.296281787702463,0.002607296276153963,0.14409172588974012,7294073.219331684,275.27436055286665,22.206619955319944,0.4910924937358009,1.184255262786939
s1_walk_134,0,6559.602724265654,50.53203944621488,5.298512082626763,0.13824537702228964,0.002562396321155566,7148688.15396107,285.7530717235639,16.637600137304442,1.1853309250152422,0.44680905398181686
s1_walk_135,0,6497.249213534056,57.719973695402004,4.40926210164423,0.12659064500904973,0.002568071367436393,7179613.87055928,243.60713295962492,13.090992889782342,1.7141569725986472,0.7992045752386591
s1_walk_136,0,6581.251173260552,56.98432501598929,5.856669754712137,0.11755351547724353,0.002542931873967259,7223974.811845108,227.2443113696053,13.07684731038746,0.758794303392607,1.6104498708451285
s1_walk_137,0,6564.503201932839,48.21709332605244,4.160831966275366,0.10756587276242059,0.0021734674534390312,7252036.100837053,250.80574389267275,12.31938320466204,0.442041253172714,1.5055726273331536
s1_walk_138,0,6557.656485636373,51.16791212561653,6.905459109054117,0.11056061541565841,0.0021659801696214784,7366166.640556687,260.80504776856156,13.157137051452356,0.8396167648394568,2.454602662257847
s1_walk_139,0,6601.747259397668,61.45689915083451,4.201540715060439,0.11287962148776869,0.002166780873719875,7261273.998803907,240.32847316118944,12.968845629001331,2.39801296351291,0.9238862401030272
s1_walk_140,0,6614.147896520568,48.81020792924941,5.1700029469937085,0.12065313086884512,0.0019692639767714256,7434491.836700679,341.2805183491191,15.207962299162842,1.753283823733519,0.5478159031802192
s1_walk_141,0,6573.444216978516,52.77883756073632,5.4293739826681255,0.11774751762896098,0.002090633635386559,7353305.910565386,405.88763869478487,15.618157005171703,1.783110539714903,0.5465608479974698
s1_walk_142,0,6609.594708017805,64.69799865238949,4.202772693861066,0.11893124013999061,0.002253351359055365,7347056.984629528,459.28544767068774,17.3001610176876,2.0834563137204833,1.0597430194580677
s1_walk_143,0,6551.700785003732,53.301853820327395,6.072101531025008,0.12403828064214784,0.002426356695984601,7485660.26835219,523.5591959428883,19.948179230131252,1.3149831597492936,0.6667387831715812
s1_walk_144,0,6571.591199721013,51.074996482186144,4.477196868186987,0.1264367035929558,0.00237351093804065,7526880.790540873,440.24571360456406,30.2146277935067,0.6219112550417343,2.424693659037577
s1_walk_145,0,6556.421273923964,50.602213141263654,5.507107170854565,0.12673135437547053,0.002669833432219234,7385651.885618258,388.41612116555615,22.823361403424443,2.5484448272582974,1.3222640919141067
s1_walk_146,0,6591.0766647844375,52.593300281294795,4.9061723126139025,0.12682084750919945,0.0024437999307224648,7416300.278505987,287.55947862859847,25.587661711590396,2.527735867084377,1.322186173653942
s1_walk_147,0,6586.256482795266,66.93906834546979,5.208135647904287,0.13228814820498422,0.0023331386086537045,7370965.463390538,376.00553559606345,23.784401563453073,2.3057981774135667,0.8117209587128229
